,Unnamed: 0,report_date_x,cookie_id_x,customer_id,ga_session_id,event_timestamp,event_name_x,event_value_x,report_date_y,cookie_id_y,event_name_y,event_value_y,after_report_date,after_cookie_id,after_customer_id,after_ga_session_id,after_event_timestamp,after_event_name,after_event_value
0,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:18:52,Event - After Search Product Click,VITESSENCE™​ Pulse 1550 Pea Protein by Ingredion
1,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:18:57,Event - After Search Product Click,VITESSENCE™​ Pulse 1550 Pea Protein by Ingredion
2,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:19:03,Event - After Search Product Click,VITESSENCE™​ Pulse 1550 Pea Protein by Ingredion
3,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:19:05,Event - After Search Product Click,VITESSENCE™​ Pulse 1550 Pea Protein by Ingredion
4,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:19:59,Event - After Search Product Click,Pea Protein Isolate 80% (Organic) by Yosin
5,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:46:11,Event - After Search Product Click,Pea Protein Isolate YW800B by Yuwang Eco.
6,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:46:38,Event - After Search Product Click,Organic Pea protein 80% Powder by Qimei
7,9,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 10:43:39,Event - Site Search,MCT Oil Powder,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 10:45:43,Event - After Search Product Click,MCT Oil Powder 70% on Gum Arabic by Connoils
8,9,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 10:43:39,Event - Site Search,MCT Oil Powder,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:18:39,Event - After Search Product Click,Guar Gum Powder 235F by Neelkanth Polymers
9,9,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 10:43:39,Event - Site Search,MCT Oil Powder,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:19:19,Event - After Search Product Click,Guar Gum Powder 270F by Neelkanth Polymers
10,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:51,Event - After Search Product Click,Pea Protein Isolate 80% by Yosin
11,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:18:13,Event - After Search Product Click,VITESSENCE® Prista P 155 Pea Protein by Ingredion
12,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:48:18,Event - After Search Product Click,Organic Pea protein 80% Powder by Qimei
13,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:48:44,Event - After Search Product Click,Pea Starch (Organic) by Yosin
14,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:50:18,Event - After Search Product Click,Organic Pea protein 80% Powder by Qimei
15,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:50:26,Event - After Search Product Click,Pea Protein Isolate YW800A by Yuwang Eco.
16,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:53:02,Event - After Search Product Click,Pea Protein Isolate 85% by Yosin
17,8,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:16:24,Event - Site Search,pea protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701882982,2023-12-06 09:55:27,Event - After Search Product Click,Organic Pea protein 80% Powder by Qimei
18,9,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 10:43:39,Event - Site Search,MCT Oil Powder,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 10:45:08,Event - After Search Product Click,MCT Oil Powder 70% on Gum Arabic by Connoils
19,9,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 10:43:39,Event - Site Search,MCT Oil Powder,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:25:49,Event - After Search Product Click,Guar Gum Powder 260F by Neelkanth Polymers
20,10,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:28:42,Event - Site Search,soy protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:29:00,Event - After Search Product Click,Soy Protein Isolate 90% (YP928C) by Yuwang Eco.
21,10,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:28:42,Event - Site Search,soy protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:29:46,Event - After Search Product Click,Soy Protein Isolate 90% (YP901B) by Yuwang Eco.
22,10,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:28:42,Event - Site Search,soy protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:30:24,Event - After Search Product Click,Soy Protein Isolate 90% (YP928Z) by Yuwang Eco.
23,10,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:28:42,Event - Site Search,soy protein,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:30:44,Event - After Search Product Click,Soy Protein Isolate 90% (YP928C) by Yuwang Eco.
24,12,2023-12-06,1884972372.1625528,12082,1701900357,2023-12-06 14:10:42,Event - Site Search,cane sugar,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701900357,2023-12-06 14:10:55,Event - After Search Product Click,Organic Cane Sugar by Suzanne's Specialties
25,12,2023-12-06,1884972372.1625528,12082,1701900357,2023-12-06 14:10:42,Event - Site Search,cane sugar,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701900357,2023-12-06 14:14:44,Event - After Search Product Click,Soy Protein Isolate 90% (YP928C) by Yuwang Eco.
26,12,2023-12-06,1884972372.1625528,12082,1701900357,2023-12-06 14:10:42,Event - Site Search,cane sugar,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701900357,2023-12-06 14:16:53,Event - After Search Product Click,Soy Protein Isolate 90% (YP901B) by Yuwang Eco.
27,12,2023-12-06,1884972372.1625528,12082,1701900357,2023-12-06 14:10:42,Event - Site Search,cane sugar,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,2023-12-06,1884972372.1625528,12082,1701900357,2023-12-06 14:17:14,Event - After Search Product Click,Soy Protein Isolate 90% (YP928C) by Yuwang Eco.
28,16,2023-12-06,27681654.16853747,12082,1701877345,2023-12-06 07:43:19,Event - Site Search,organic papaya,2023-12-06,27681654.16853747,Event - Search Result,exist search result,2023-12-06,27681654.16853747,12082,1701877345,2023-12-06 07:43:33,Event - After Search Product Click,Carica Papaya Extract 10:1 by TRG
29,16,2023-12-06,27681654.16853747,12082,1701877345,2023-12-06 07:43:19,Event - Site Search,organic papaya,2023-12-06,27681654.16853747,Event - Search Result,exist search result,2023-12-06,27681654.16853747,12082,1701877345,2023-12-06 07:43:57,Event - After Search Product Click,Papaya Powder by Shandong Lirun Health Technology
30,0,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 10:53:14,Event - Site Search,avocado oil,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,,,,,,,
31,1,2023-12-06,1884972372.1625528,12082,1701888217,2023-12-06 11:18:32,Event - Site Search,guar gum,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,,,,,,,
32,2,2023-12-06,1366693949.169178,12082,1701879012,2023-12-06 08:13:03,Event - Site Search,mcc,2023-12-06,1366693949.169178,Event - Search Result,exist search result,,,,,,,
33,3,2023-12-06,1884972372.1625528,12082,1701874227,2023-12-06 06:50:42,Event - Site Search,royal jelly pwder,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,,,,,,,
34,4,2023-12-06,1884972372.1625528,12082,1701874227,2023-12-06 06:50:55,Event - Site Search,r,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,,,,,,,
35,5,2023-12-06,1884972372.1625528,12082,1701874227,2023-12-06 06:51:11,Event - Site Search,royal jelly powder,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,,,,,,,
36,6,2023-12-06,1884972372.1625528,12082,1701874227,2023-12-06 06:51:53,Event - Site Search,red maca root,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,,,,,,,
37,7,2023-12-06,1884972372.1625528,12082,1701874227,2023-12-06 06:53:20,Event - Site Search,bee propolis,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,,,,,,,
38,11,2023-12-06,1884972372.1625528,12082,1701900357,2023-12-06 14:06:00,Event - Site Search,resveratrol,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,,,,,,,
39,13,2023-12-06,1884972372.1625528,12082,1701903883,2023-12-06 15:04:51,Event - Site Search,coconut creamer,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,,,,,,,
40,14,2023-12-06,1884972372.1625528,12082,1701903883,2023-12-06 15:12:51,Event - Site Search,coconut creamer,2023-12-06,1884972372.1625528,Event - Search Result,exist search result,,,,,,,
41,15,2023-12-06,27681654.16853747,12082,1701877345,2023-12-06 07:42:59,Event - Site Search,organic papya,2023-12-06,27681654.16853747,Event - Search Result,exist search result,,,,,,,
